activity_uuid_product_uuid,activity_name,geography,reference_product_unit
70c165b2-521a-5122-8387-7daa1d62690f_66c93e71-f32b-4591-901c-55395db5c132,电力生产、天然气、联合循环发电厂,美利坚合众国，阿拉斯加系统协调委员会,kWh
70c36110-708a-5fea-a775-c65375043106_66c93e71-f32b-4591-901c-55395db5c132,发电、风力、1-3MW 涡轮机、离岸,日本,kWh
70c566cf-208e-51c2-b2d6-68dc597d771d_96501bb6-a68f-41f5-a067-92137e816e05,次氯酸钠市场，无水，15% 溶液状态,欧洲,kg
70c67070-e9b9-5ae3-b274-70c830d398fd_5f76b417-1046-4e6b-9c68-04206209253a,玻璃生产废水处理，废水处理,世界其它,m3
70c7c89d-ce29-5d1b-ae18-9aeda4d28809_f245d8fa-864f-4b3f-b35e-7c8f9ce76a4b,"去皮, 硬木, meranti",马来西亚,m3
70d0124c-d219-5824-b0b3-b336d6da1283_69b3d58f-ddde-59c4-a78d-2ededd641aab,已经使用的土地，多年生农田到森林，集约化,巴西南马托格罗索州,kg
70d20600-694a-50be-afb3-32b3a25a2163_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化，一年生作物,巴西马托格罗索州,ha
70d6e7f0-c4c7-5c01-a834-1c4818c70b0a_14bf310d-069a-4d84-a98e-da3a7b1a6cde,核电站建设，压水堆，1000MW,德国,unit
70d98731-f760-51a0-9fa1-0a3c352f80f1_eae90647-a55e-4512-9922-e4170fb36a46,烷基苯生产，线性,"加拿大,魁北克",kg
70dafc9c-7e6a-5cbc-94b3-0d1298b2cad7_7fd72cae-76cf-47b1-b0f7-92341b46ef7e,运输、货运、带制冷机的卡车、7.5-16 吨、EURO3、二氧化碳、液体制冷剂、冷却,全球,metric ton*km
70db376f-473a-52a4-9084-9531f3034ac5_9c67682b-ff8a-4de9-b491-44ee73760ab0,造纸机市场,全球,unit
70e2d490-d426-5f0d-a5b3-fdcf947f4e66_3103a12f-4541-4c57-88e1-79d331927a66,电池市场，锂离子，LiMn2O4,全球,kg
70e5be0f-0e9d-564d-a31c-f04fdd2eaba7_d4ee8f39-342b-4443-bbb9-c49b6801b5d6,混凝土砌块市场,巴西,kg
70e62c8b-11e3-5b91-925e-b78dd2dfeb1c_b8ffb776-c1de-466f-91d6-b922b0cb8a1e,硫化氢生产,世界其它,kg
70ecb22e-7534-50f5-b0ac-17e0a1112a35_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,文莱达鲁萨兰国,kWh
70edfea9-6212-5203-bd07-3202bc38b934_66c93e71-f32b-4591-901c-55395db5c132,热电联产、石油,波兰,kWh
70edfea9-6212-5203-bd07-3202bc38b934_71e2f1db-a2c5-44d0-8337-dfff15be974d,热电联产、石油,波兰,MJ
70eff8ea-a242-5ca1-8541-e395667da37d_1125e767-7b5d-442e-81d6-9b0d3e1919ac,热电联产、天然气、联合循环发电厂、400MW 电力,荷兰,MJ
70eff8ea-a242-5ca1-8541-e395667da37d_66c93e71-f32b-4591-901c-55395db5c132,热电联产、天然气、联合循环发电厂、400MW 电力,荷兰,kWh
70f624a1-abb8-5b9e-be99-2ec6ee90109b_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45,自来水生产，常规处理,欧洲除了瑞士,kg
70fa84c9-da67-5eaa-a4ff-188cecdb733e_9b9edcf3-0539-4642-9516-0df642a5c41a,皆伐、次生林转变为耕地、多年生作物,加纳,kg
70ff14a2-b82f-5e7d-8571-20b30cb063ca_6f13ac10-76f1-42c1-a46e-7dabda411274,纤维生产、黄麻、沤麻,印度,kg
70ff14a2-b82f-5e7d-8571-20b30cb063ca_aabed306-e9a0-4441-86ac-5936fe671ed2,纤维生产、黄麻、沤麻,印度,kg
71064ef6-7c58-5603-bc64-4a898b2a31e7_f5707bdf-f7e2-479b-b3ea-99c04de8a927,硝酸铵钙的养分供应,美国北部,kg
710e805c-2075-5391-91c8-4814e7c98b9d_67d88d5e-1ca4-4824-a491-5900d48840df,压缩空气市场，800 kPa 规格,欧洲,m3
710eb0be-7014-51c4-8b41-7b3615f0a666_6dff6412-4b37-4689-8187-f07be186feef,石灰石市场，粉碎，用于磨坊,世界其它,kg
71116b2e-5d9b-5037-9808-acdc56c6bc4d_36d054aa-1fc1-46a5-9267-1575039b651b,水泵操作，柴油,哥伦比亚,MJ
7114ca1c-e171-5bad-b82e-54c8e27694c0_692b4f7e-9e79-4f69-b22f-b66f68f2f9cc,黑麦生产，有机,瑞士,kg
7114ca1c-e171-5bad-b82e-54c8e27694c0_ea995b09-8d6d-4c53-bdcb-c57a88ec4019,黑麦生产，有机,瑞士,kg
711aaa96-797f-5fb8-b8a2-4a09e30b8a26_71e2f1db-a2c5-44d0-8337-dfff15be974d,热生产，来自消费后木材的木片，炉子 300kW,世界其它,MJ
711b9327-441e-5c99-afd7-062cc6042fd1_aeb1ebef-7095-4956-91da-8c4017df556d,固体肥料装载和撒播，通过液压装载机和撒布机,"加拿大,魁北克",kg
71222399-c508-53a7-854e-0f3e8eb60a80_637ee275-a239-4dcb-b084-abfa110dd65b,电力市场，仅用于城市垃圾焚烧再利用,卢森堡,kWh
7128f12f-36a5-5548-a3a3-c8fea4473b9d_ed3b2533-9ae2-4f2d-85de-c24200ce8975,压缩空气生产，700 kPa 规格，>30kW，优化生成,世界其它,m3
7131c380-9698-577b-87c5-e32477836b3f_9ba48284-0f03-4fec-800d-de77833b12f6,钢筋生产,奥地利,kg
713674a0-a5fa-5e5b-9954-e0fe1f1533d1_3f5f5aef-3833-43d4-8b81-44123105afd7,灌溉市场,法国,m3
713dfeb2-ffdd-513b-a93c-adf44b5eea33_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,德国,kWh
713e6ef2-d2d0-51db-8bd6-81b8b1013461_237b35c6-69e1-49c4-8e99-0be6c1b1806e,金矿经营及提炼,瑞典,kg
713e6ef2-d2d0-51db-8bd6-81b8b1013461_9a7e6cdc-79c0-4872-840d-a8a2fd723189,金矿经营及提炼,瑞典,kg
713e6ef2-d2d0-51db-8bd6-81b8b1013461_dae5718b-c433-4bd9-9deb-eb3ffc2c889e,金矿经营及提炼,瑞典,kg
713e6ef2-d2d0-51db-8bd6-81b8b1013461_e09971fb-f77e-48a3-99a8-4feba6a59bb4,金矿经营及提炼,瑞典,kg
713e6ef2-d2d0-51db-8bd6-81b8b1013461_fbb039f7-f9cc-46d2-b631-313ddb125c1a,金矿经营及提炼,瑞典,kg
71408cb1-e4e3-5a2f-8993-083be96ef611_653ca70d-49a6-4c62-ae9c-56b3c00b647c,运输、货运、卡车市场 16-32 公吨，不受管制,南非,metric ton*km
714276f8-b0e3-5518-b294-e2f09b4b2cbb_2c9486c9-1fc4-4535-a296-cd8f3bc0e1cd,锯切，硬木,"加拿大,魁北克",kg
714276f8-b0e3-5518-b294-e2f09b4b2cbb_4ebb2775-2992-43f5-8cc3-053982b40822,锯切，硬木,"加拿大,魁北克",m3
714276f8-b0e3-5518-b294-e2f09b4b2cbb_a514c9f2-0d4d-4ce2-809b-de4c29e74709,锯切，硬木,"加拿大,魁北克",kg
714276f8-b0e3-5518-b294-e2f09b4b2cbb_ec25a8e0-8a4a-4fb7-ad61-8302b7744a82,锯切，硬木,"加拿大,魁北克",kg
7142f607-90ca-505c-9ffc-dd29d7257fea_7afb71aa-116b-48d0-9f41-64ef1c95c831,通风系统生产，中央，1 x 720 m3/h，聚乙烯管道，带地管热交换器,瑞士,unit
71477aa7-8941-5775-b45e-2cd5bc5599fe_56179069-a600-44f6-8403-9de4a908fd82,斯特林热电联产机组市场，3kW 电力，木屑颗粒，未来,全球,unit
7149db47-3bcb-5b0c-8bc0-aa77ade4f9aa_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力，从城市垃圾焚烧到通用电力市场，中压,联合王国,kWh
714d52d8-26ee-579a-82a7-e209e8b12a41_6d874a27-bc1e-45a5-8dcd-7d0754ee17d1,铸铁车削，主要是粗加工，常规,世界其它,kg
714e5466-8d91-5826-8711-fba5b00b0cee_66c93e71-f32b-4591-901c-55395db5c132,发电、水电、抽水蓄能,中国，河南(河南),kWh
714ee019-1bd3-59f8-bf42-73356a11c544_b10ae87f-0566-4203-b8c1-4f0b153f05f5,铝的冲击挤压，3 冲程,欧洲,kg
71530004-ff48-54e3-9272-1cd0154e57db_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,已经使用的土地，多年生农田到一年生作物,德国,kg
71545442-fcec-5607-94d2-1594f71db6b8_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,中国，内蒙古(内蒙古自治区),kWh
715a0085-7601-5223-88dd-982418f849c6_b078cbaa-e4d8-49a0-afc7-78768258e79b,酯季铵盐市场,欧洲,kg
715a9e40-0db0-54e2-b7b8-aa23c5cf24b2_f3c51e03-d161-4493-a430-03ac72a4706a,房间连接溢流元件生产，钢，约。 40立方米/小时,世界其它,unit
7161b5a5-9438-5b6c-8875-26e22180c920_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,卢森堡,kWh
71731c57-41a0-5134-a013-fc7c80a94999_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、径流式河流,HICC美国电网,kWh
717823e2-f083-5c18-ad92-359401cc0fbd_d6ec2fa7-9885-4c36-afb9-1d336d86c3dd,聚丁二烯生产,世界其它,kg
7178de46-2268-5971-bab1-fa6ee4be9d38_f372d4c2-7310-4fb9-8bb6-bee214fd08d1,土地利用变化，多年生作物,巴西巴伊亚,ha
717ea189-5997-5ff3-a5cb-7ac308be579b_edc19281-8c61-498e-a230-ccc8e3f10f08,整理、纺织、机织棉市场,全球,kg
717f3d49-5caa-5fa1-b376-41b84d47ccb2_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,荷兰,kWh
71824548-cd16-5ec5-8358-5eef42eb0561_52a8f3c4-df5d-4f18-830b-985bcd8ac830,运输、货运、卡车 >32 公吨，EURO6,世界其它,metric ton*km
7182b5e8-96e9-5560-8e9e-f732b8f10df2_1725bc7a-ae6b-4584-bd36-7dfbf52a0b3b,甲氯丙酸生产,世界其它,kg
71832447-f327-50dd-8519-757d1eeceacc_63775a1e-2862-48b9-a8e0-a710ece3dc4b,α-萘酚生产,欧洲,kg
71839a9f-594c-59e7-9b61-ec9a558335ef_c5adb1fb-872e-4446-a3bb-c4b61aa4bd45,自来水生产，地下水化学处理,"加拿大,魁北克",kg
71870ab6-19dd-5c9b-93dd-1854f9878d6c_5664f63a-1998-4680-bf9d-608ca7360b2a,铀矿作业，地下,世界其它,kg
71882010-3b3f-51d5-9c12-190f03aeea94_eedb5f6e-8373-43d0-b8ec-da6d43d04a31,氧化硼生产,全球,kg
7188fa46-a6de-58be-b0a5-0f214b503f84_5911b1c9-b3ad-4e6e-893a-137262ad4f95,道路、公司、内部市场,全球,m2*year
718b3dbf-2037-5513-9ef3-5f6e06abe955_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,皆伐，原始森林到耕地，一年生作物,乌克兰,kg
71908e2f-2e13-54f3-b53e-b34e532a7c76_b701e14a-c19d-4685-8b9d-6630f1b9dde4,锯木、横梁、硬木、原木、干木的市场 (u=10%),欧洲除了瑞士,m3
71913b19-949f-595a-983f-d13c8ae22255_66c93e71-f32b-4591-901c-55395db5c132,发电、风力、1-3MW 涡轮机、陆上,联合王国,kWh
71923d9d-0f8a-5657-ab46-be20ee592195_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从 CO 进口,厄瓜多尔,kWh
71938d3b-f2de-50f5-aa93-db4d2630328c_b9516ad1-d0ab-5e5d-9be4-2efe48bb82b4,氧化钠生产,世界其它,kg
7199602c-0a74-5178-856c-bad068e7ba9c_ca6f1ac4-edb1-417c-a56d-aecd7d9fb0ae,长衬管市场，钢材,全球,kg
719a73bc-b39e-5334-83a0-5e7032e88265_9c563baa-b91f-4f34-a0c4-9303ffa71870,凤尾鱼，用木制围网渔船捕获并整条上岸，新鲜,秘鲁,kg
719d09eb-a37c-53e9-bf0c-98d49455dcc3_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,卡塔尔,kWh
719f50f2-83db-5f15-abd9-c7ff071535d3_2966d161-5281-47d6-86d3-efbb0a4b2110,重油，从RoW进口,哥伦比亚,kg
71a2f191-b0e5-57ee-b390-dff28d8a101a_5819c006-2162-4984-b821-924282b1309d,热电联产机组结构，50kW 电气，热电通用组件,欧洲,unit
71a7ab0f-f7e3-5b66-b27a-e585a9836708_46b5cbca-747e-4648-a10e-39d746e7b34c,核心板生产,"加拿大,魁北克",kg
71a87703-d1dd-5820-8c59-b8a7ac4c0941_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,厄立特里亚,kWh
71a9402c-ea45-51eb-b199-bd922ac9332e_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,"加拿大,魁北克",kWh
71ad1335-b1eb-5c24-b371-c749ff3be4a5_579049d0-3db8-4496-a234-2f61ed28a72b,挤出，塑料薄膜,欧洲,kg
71ad772f-3119-5408-b380-3a9238467377_64d5b86f-0965-4051-89cc-9580ac0ee5cf,生铁生产废水处理，废水处理,瑞士,m3
71ae23f5-c5f7-5d2b-aec9-e417b2e6f813_8f7f787b-119e-481a-a2fa-e3ee86bcf5c8,激光加工市场，金属，CO2 激光，3200W 功率,全球,hour
71bbed53-ace1-51ef-a46b-667e5ff2640f_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，GR进口,意大利,kWh
71bdf007-ab5d-5a5e-b61f-97c6feb94266_d69294d7-8d64-4915-a896-9996a014c410,电力电压转换，剩余混合，从中压到低压,瑞士,kWh
71c1c560-fd78-54a8-82e2-225319aeeece_d8f9c37f-d22d-436d-a83c-1039d7421020,机场市场,全球,unit
71c27d43-c898-5df3-b796-90c133f0c317_66c93e71-f32b-4591-901c-55395db5c132,"电力生产, 硬煤",巴西，南部电网,kWh
71c2d1b1-805b-5714-bc01-bc218dfa7487_66c93e71-f32b-4591-901c-55395db5c132,电力市场，高压,希腊,kWh
71c559e6-b69a-5cc6-abb6-b350d5e74b3b_69b3d58f-ddde-59c4-a78d-2ededd641aab,皆伐、草地转耕地、森林、集约化,巴西马托格罗索州,kg
71cd8a70-b6fe-53a9-9742-1c278a69fe92_76ab0018-e176-43e0-b42c-12e82b937fef,水泥生产，CEM IV/A,瑞士,kg
71cd8a70-b6fe-53a9-9742-1c278a69fe92_dba2f627-2df2-4bba-97dd-e6caf0c94edf,水泥生产，CEM IV/A,瑞士,kg
71d13a46-3bcd-55ff-b819-56582fe221db_7cb00a21-30f1-4f9f-b2e4-48ee9170c8d1,农作物种植，向日葵，8 月至 10 月，有机肥 20 公斤 N,世界其它,kg
71d6c223-a99e-524e-8569-470ab25c095d_5c57b4dd-48da-4182-b43a-18b99419efd0,马来酸不饱和聚酯树脂生产,欧洲,kg
71def12f-ec4a-53d6-8592-bcf6d21d6d2f_6dcab80d-e475-4bf1-a6de-3e6465a84d66,炉子市场，木屑，带筒仓，300kW,全球,unit
71e5a521-86f6-53b3-8d27-8550c3c66638_0818abb1-d7ce-4ac6-b6e1-2e7b51a1ea9e,纤维生产、棉花、轧花,世界其它,kg
71e5a521-86f6-53b3-8d27-8550c3c66638_9b8b880d-a6f6-45e1-ab18-cc2562b6da61,纤维生产、棉花、轧花,世界其它,kg
71e90a21-ad87-5a72-bb8e-a01de9c9aa87_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从 RU 进口,乌克兰,kWh
71eb7b8c-fb06-5dab-8190-17f62794e680_d69294d7-8d64-4915-a896-9996a014c410,电力从中压到低压的转换,约旦,kWh
71eea2a3-a60b-56a2-ad71-072964fda729_3f5f5aef-3833-43d4-8b81-44123105afd7,灌溉市场,摩洛哥,m3
71f01f07-e33c-5798-9b30-e89bec5c5258_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874,已经使用的土地，一年生农田到一年生作物,荷兰,kg
71f6415e-f845-5bfe-9b83-dbaa2430d3ff_66c93e71-f32b-4591-901c-55395db5c132,电力，高压，从 CA-ON 进口,加拿大马尼托巴省,kWh
71f8173c-0a98-5e61-9580-c6f3770cad97_d69294d7-8d64-4915-a896-9996a014c410,电力市场，低压,印尼,kWh
72044f47-8dca-509c-9598-c8f6e350c9a6_42baed81-24d1-4aed-a120-cc7d35ddac10,废纸板处理，市政焚烧,瑞士,kg
7207cd6c-9200-51fa-a939-ffdf9f9f3877_ab68c6e3-3d78-4a91-aa33-b100e5fa0639,"棉籽市场, 用于播种",全球,kg
720abf45-0219-58f4-9272-c09004272f8f_7384da24-3c18-4621-8346-a595129352d9,太阳能集热系统安装、铜平板集热器、独栋住宅、热水,瑞士,unit
720d0acb-ff82-5f0a-bf88-d24912122f5b_adb8247d-8bbd-45aa-b111-289d0e5e2307,废铜处理，市政焚烧,欧洲除了瑞士,kg
721565a5-0e45-5848-9490-d9644ffdfd62_aed42e37-62bc-4f3f-a527-b92f5187c0e8,纸浆木材市场，硬木，按树皮下的实木测量,世界其它,m3
7215e5ac-c77b-57eb-a861-849e9441cca0_4d99bc33-b641-4573-ada2-12a788afbbd5,锯木、横梁、软木、原木、干木的市场 (u=10%),世界其它,m3
72195c2c-a2c3-5651-a5c8-5b4c3eef1a03_66c93e71-f32b-4591-901c-55395db5c132,电力、高压市场组,巴西,kWh
721a5810-f591-571c-b65c-4e09c01abd3d_e79575a7-0b20-46d5-94b2-99d1916105db,生石灰市场，块状，散装,瑞士,kg
721a63f1-4048-502e-a07f-d5b6ecf66cb4_396098c0-2dd0-4987-84e3-cd12a3b521b7,燕麦生产,"加拿大,魁北克",kg
721f82b7-1dae-5150-a1be-52e3244069e3_3611bfa6-d86b-4f22-af89-2f5f813ccb5c,氯丙酸市场,全球,kg
722e21a6-c895-50f3-9cdb-479bf0de9dde_2078f291-646e-48ee-b5d3-a5f6d69a8655,电解氯化镁，来自海绵钛生产,世界其它,kg
722e21a6-c895-50f3-9cdb-479bf0de9dde_bef7d0b3-c9d9-46db-a67d-2c9e550f2c12,电解氯化镁，来自海绵钛生产,世界其它,kg
723398fc-7221-5f39-9695-2c7ee7ad9f45_66c93e71-f32b-4591-901c-55395db5c132,电力生产、水电、径流式河流,印度比哈尔邦,kWh
7233b5c8-0592-57c8-bf8e-6057896590f7_b5eebddc-a88d-42db-ba7e-47bba77b7446,地面粒化高炉矿渣生产废水的处理，废水处理,世界其它,m3
7234495b-ae98-57b6-be50-4a89670d63dc_759b89bd-3aa6-42ad-b767-5bb9ef5d331d,电力市场，中压,加拿大，不列颠哥伦比亚省,kWh
723734cf-eebf-5d5d-9fd4-77839d7961a1_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风能，<1MW 涡轮机，陆上,中国，天津(天津),kWh
723871d3-cca1-5a1c-ad0c-42051f32c539_05170dff-9f59-4269-bf68-5a913d633654,窗框制作，木质-金属，U=1.6 W/m2K,欧洲,m2
723871d3-cca1-5a1c-ad0c-42051f32c539_249c83b0-ff03-45aa-9a5c-f7a58d0ff6e6,窗框制作，木质-金属，U=1.6 W/m2K,欧洲,kg
72388cb6-af47-5133-9cfe-758104a0aab6_77282160-5a7e-4a84-9ba1-b0d81e14f10a,耕作、锄地、培土、马铃薯,瑞士,ha
723943a2-8b17-54f8-a451-e55a7184824e_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,污水污泥处理，70% 水，WWT，草精炼厂的 WW，市政焚烧 FAE,瑞士,MJ
723943a2-8b17-54f8-a451-e55a7184824e_637ee275-a239-4dcb-b084-abfa110dd65b,污水污泥处理，70% 水，WWT，草精炼厂的 WW，市政焚烧 FAE,瑞士,kWh
723943a2-8b17-54f8-a451-e55a7184824e_a3867cbe-e5af-4d2c-9b54-f4552648ed12,污水污泥处理，70% 水，WWT，草精炼厂的 WW，市政焚烧 FAE,瑞士,kg
723eba3b-d3fb-5d32-943c-2a2e42085a94_56a78fcb-117d-401a-a66a-849cea42d7e6,在临时储存中处理经过调节的乏核燃料,世界其它,m3
723fe82d-8a60-57a0-a446-cd0f44c9a579_89c7b45d-490c-4877-8893-e097b0723fc6,收割机市场,全球,kg
7242755b-30ca-538b-b11b-a3fafb6780f7_3ede4edc-b278-40dc-8007-0c574aff0739,铝生产，初级，液体，预焙,IAI区域，非洲,kg
72450a4e-7d4c-5212-a255-43d71de17e65_8ce43403-7001-41ac-98ae-56126ab71e6d,污水污泥市场，75% 的水，WWT，来自仲钨酸铵生产的 WW,中国,kg
724dd536-80b7-53d5-bd97-259785b1d201_3f5f5aef-3833-43d4-8b81-44123105afd7,灌溉市场,突尼斯,m3
724eac26-25f0-5de7-9cfb-36204f3ab58d_64258a0a-b069-431d-839f-3e47c1a4d9c4,复垦，石灰石矿,瑞士,m2
724ec055-809a-5d19-9bb0-6de4ed7abf6f_11ff8303-778e-430d-a108-f714c99d47af,天然气生产，低压，车辆级,瑞士,kg
72506ace-71c0-57b2-b489-78339c41e698_45fbbc41-7ae9-46cc-bb31-abfa11e69de0,供热市场，仅供城市垃圾焚烧再利用,比利时,MJ
7250afc0-2e55-5c40-b10a-5ccb4f98784e_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b,产热、硬煤焦、炉子 5-15kW,世界其它,MJ
7252aa5f-ac0e-5ae6-9752-73e2344073c9_42785907-2fa1-4895-a060-ea6fb826c5c9,大豆种子生产，有机的，用于播种,瑞士,kg
7253330f-10df-5ad6-88e0-cd4b40b33679_00f0de48-4d01-4f43-a0a2-a91b11319bf8,压缩空气生产，1200 kPa 规格，<30kW，优化生成,欧洲,m3
725767d2-a3f9-5790-b28e-034b2844743e_52d4639e-1341-4bfa-9090-dbefbee5d2aa,运输，货运，带制冷机的卡车，3.5-7.5 吨，EURO5，R134a 制冷剂，冷却,全球,metric ton*km
725802a0-90ad-50dd-a781-c9419d7d82ef_4aa9233e-4b67-4f68-8e65-ec273fd1d052,蛭石矿作业,世界其它,kg
725ab35a-7b16-5ce6-85c7-983c466352f3_eb211196-8882-4baf-9113-31229f23e6aa,废水泥纤维板的处理、回收,瑞士,kg
7265d1b5-b12b-5d08-b760-830a798d747d_98813ba1-c1a0-469d-99e0-6f2d8453c47d,甜椒生产，露天,世界其它,kg
72736e51-9990-5520-bc98-cd083c8bbb45_66c93e71-f32b-4591-901c-55395db5c132,发电、水电、水库、非高山地区,加拿大，新不伦瑞克,kWh
72763386-09d4-5af8-aba9-7f18ca68db45_f1ba9c28-b54e-4533-a91c-4c1ea1e9e600,助焊剂生产，用于波峰焊,全球,kg
727914ef-7ad0-5887-8fd1-0573a58de1b7_1d32b849-121f-4d23-853c-fa2bf55c42e9,土地利用变化市场，一年生作物,泰国,ha
727951b9-ec24-57ba-99d1-078e2517db07_8931016e-3e07-5c9a-91a6-cd85b90a2aaa,土地使用权市场，耕地，以碳净初级生产力衡量，牧场，人造,"巴西,托坎廷斯河",kg
727c6970-9469-507d-a6f1-cf35bb691b3d_812fbc21-cd00-46f5-89ed-7312a2e98798,厌氧消化厂建设，农业,瑞士,unit
727d3802-c546-5f1b-acab-2352cd038eb0_00478901-732f-4bf4-81cc-2255f9874512,废聚丙烯市场,Czechia,kg
727d8e98-920c-54bb-af15-839d37495614_42baed81-24d1-4aed-a120-cc7d35ddac10,废纸板市场,波兰,kg
727f45b8-925d-5c96-a511-111f44a451a5_9b9edcf3-0539-4642-9516-0df642a5c41a,皆伐，原始森林到耕地，多年生作物,"巴西,Piaui",kg
7284f4f5-2b7a-5d5e-932b-e3abdba3343e_9088e87e-fded-4dfe-bfd9-a28574daf748,钢的冲击挤压，冷，1 冲程,世界其它,kg
72860ccd-aaec-5adc-93cd-ee84a51c0afb_cfd1f29d-c9dc-45d5-b0e1-8b2f37effd58,集热器生产废水市场,瑞士,m3
72893f36-00c1-5537-917e-b7bdbc531573_d69294d7-8d64-4915-a896-9996a014c410,电力生产，光伏，3kWp 倾斜屋顶安装，单硅，面板，安装,中国，海南(海南),kWh
728df8f4-4c26-5f6c-945a-08de7a7145ae_d51e5a32-c20a-4da6-8d58-31f344b50c00,废图形纸市场,科索沃,kg
7290b870-9fae-5565-b62a-7f8b0f747b98_f4439eab-25f5-4cc0-b566-957bfe0e2d82,沥青封条市场,全球,kg
7293069a-328c-521b-a020-a256f32972e6_3fdcbdaa-e8d2-46fc-8632-268b89a29ba0,"收割, 完整收割机, 甜菜",世界其它,ha
729a2a31-0abb-5d77-9cd2-862c89a779fc_66c93e71-f32b-4591-901c-55395db5c132,电厂高炉煤气处理,中国，江苏(江苏),kWh
729a2a31-0abb-5d77-9cd2-862c89a779fc_71e2f1db-a2c5-44d0-8337-dfff15be974d,电厂高炉煤气处理,中国，江苏(江苏),MJ
729aef1d-6ec8-5e69-a67e-6548d9019fbf_66c93e71-f32b-4591-901c-55395db5c132,电力生产，风力，>3MW 涡轮机，陆上,南非,kWh
72a094e4-c98f-5467-baa4-d0e742c3c95c_d69294d7-8d64-4915-a896-9996a014c410,电力生产、光伏、3kWp 倾斜屋顶安装、多晶硅、面板、已安装,印度，北方邦,kWh
72a0d54a-9b40-58c2-9dc0-7fc4c7757d32_66c93e71-f32b-4591-901c-55395db5c132,电力、高压市场组,美国,kWh
72a2fcf5-f202-5b91-b5d3-d8541925468c_f31957b8-d8b1-4a37-8044-5c15c3440857,竹竿制作,中国,kg
72a8ff99-0a89-5556-8e63-69efcf48bdbf_e2d6dd95-4200-4497-901a-eaf6eaff4276,正极生产，NCA，用于锂离子电池,世界其它,kg
72aa382d-a705-5a54-ae42-2e7ca792e75a_9b9edcf3-0539-4642-9516-0df642a5c41a,土地保有权市场，耕地，以碳净初级生产力衡量，多年生作物,巴西戈亚斯,kg
72ae6cdc-36ce-5ab8-9d21-fa6affa0d331_406ae9de-8894-4c8b-a601-40b7e849b66d,挤出，塑料管,"加拿大,魁北克",kg
72aecc56-e336-5367-bbdc-343e126acf16_bc5bb983-c18d-4c7c-9035-850b88974d59,运输市场，客机，长途,全球,person*km
72aef1f1-e737-59db-8e7d-7ac3d9659c3d_7207cd29-8c7e-419e-ae17-c29e8c20e3fa,空气分配终端面板生产，钢制，120 m3/h,瑞士,unit
72bde0cb-51b7-596d-8ed6-3d33144b9cb7_a1397712-3d0c-4154-b563-7b2fddfa27f9,废活性炭市场，颗粒,全球,kg
72c002ab-7f0c-5371-b79f-07d1af2b1044_c6c77fb4-9850-4849-be9e-71fc9656bc03,庚烷进入通用溶剂市场，有机,全球,kg
72c2782d-fd17-58f4-9b03-35a1c6e917e5_6ab2abde-801d-45a3-8ea3-455d0f01c3f4,水生产，脱碳,加拿大,kg
72c49d23-6e18-53e5-8dd7-a6cdbf7554d3_26c92545-7995-491d-bcca-ee6d590ef194,过氧化氢市场，无水，50% 溶液状态,欧洲,kg
72c4c91c-2ef1-5fe4-9406-fb4ff2977bd8_d67dd10d-a233-433b-9111-76df6834074b,纸，含木，超级砑光的市场,世界其它,kg
72ceb1fc-ee1a-5918-95d0-100843303e9e_71e2f1db-a2c5-44d0-8337-dfff15be974d,热生产，轻质燃料油，在工业炉 1MW,瑞士,MJ
72cf54cd-107d-58a5-9a8b-d6e1fee28560_1b7f1f4d-3af5-479b-9fcc-6f5be96f9791,窗框生产，铝制，U=1.6 W/m2K,欧洲,m2
72d65a89-7280-557d-a8cf-b6933fb0011b_c6dd4cd2-cacd-40ed-b2b5-9c54cc21cee6,特定过程的负担，城市垃圾焚烧,世界其它,kg
72d6bdcf-629a-5e53-a5be-90b93d0c29cd_0ffa7cec-4410-423f-82b4-0071f3334660,羧甲基纤维素生产，粉末,欧洲,kg
